"stop_code","stop_id","stop_name","platform_code","stop_url","easting","northing","stop_lon","stop_lat"
"CFF","CFFT","Croftfoot Rail Station","7555","NAPTAN","260479","660581","-4.22832464295","55.81825641114"
"TEN","TENBY","Tenby Rail Station","80211","NAPTAN","212942","200599","-4.7066959505","51.67294483154"
"","NWTLEJ","NEWTON (LANARKSHIRE)","7414","ATOC","266400","660500","-4.133863428473293","55.81920750322754"
"","ALBION","ALBION G.F.","65813","TPS","398300","290900","-2.0264756269896798","52.51599717459337"
"AIN","AINTREE","Aintree Rail Station","36027","NAPTAN","336625","397888","-2.9562803142","53.47390962432"
"BIO","BALISTN","Baillieston Rail Station","7296","NAPTAN","267749","663276","-4.11369840014","55.84450099237"
"BWD","BIRCHWD","Birchwood Rail Station","36716","NAPTAN","365180","390783","-2.525307884","53.41271814401"
"BSV","CHORBUK","Buckshaw Parkway Rail Station","30201","NAPTAN","356441","419853","-2.6608298719","53.67334099692"
"CSM","CTNM","Castleton Moor Rail Station","15517","NAPTAN","468371","508484","-0.94664829988","54.46714359175"
"DNY","DANBY","Danby Rail Station","15515","NAPTAN","470686","508409","-0.91095574944","54.46615325413"
"EBV","EBWVPWY","Ebbw Vale Parkway Rail Station","76646","NAPTAN","317540","207172","-3.19610271144","51.7571434907"
"FMT","FALMTHT","Falmouth Town Rail Station","85515","NAPTAN","181133","32086","-5.06493489696","50.14834079608"
"HAM","HMWTHY","Hamworthy Rail Station","86951","NAPTAN","398730","91731","-2.01935696282","50.72519184676"
"KNF","KNUTSFD","Knutsford Rail Station","37221","NAPTAN","375320","378378","-2.37179060704","53.30179054482"
"LGE","LNGEATN","Long Eaton Rail Station","56596","NAPTAN","448040","332183","-1.28752050078","52.88498772573"
"PLK","PLOCKTN","Plockton Rail Station","1073","NAPTAN","179450","832953","-5.66599886107","57.33356474738"
"SOH","SHMPSTD","South Hampstead Rail Station","72314","NAPTAN","526388","184075","-0.17887769152","51.54143216781"
"STC","STCN","Strathcarron Rail Station","1077","NAPTAN","194231","842127","-5.42861255451","57.42273344434"
"ULC","ULCEBY","Ulceby Rail Station","21011","NAPTAN","512490","414968","-0.3008266912","53.61920074472"
"WAV","WVRTTEC","Wavertree Technology Park Rail Station","36599","NAPTAN","338741","390214","-2.92290891019","53.4051917769"
"CLJ","CLPHMJ2","Clapham Junction Rail Station","87219","NAPTAN","527198","175500","-0.17029333674","51.4641880229"
"ZPU","EPUTNEY","EAST PUTNEY UND","87243","ATOC","524300","174800","-0.2122401201896377","51.45853926452043"
"ELN","ELLAND","ELLAND","18453","ATOC","410800","421600","-1.837932233045727","53.6907538930783"
"","GFORDWJ","GREENFORD","73411","ATOC","514900","183900","-0.34451756160975316","51.542312416399106"
"KWR","DMTHKWR","KINGSWEAR (FOR DARTMOUTH)","83639","ATOC","288200","51000","-3.57273063971062","50.34825376055218"
"LIE","LEISTON","LEISTON-BUS 64","49114","ATOC","644500","262300","1.5769387307163953","52.20466844077124"
"VIC","VICTRIA","LONDON VICTORIA","87201","ATOC","528900","179000","-0.14453417087831694","51.495256930214026"
"","PAIGDVL","PAIGNTON","83632","ATOC","289000","60600","-3.5643287289795675","50.434709962396475"
"SOJ","SOHAM","SOHAM","46276","ATOC","558700","273200","0.32777230134640256","52.333949326077374"
"","WELISOM","WELLINGTON (SOMERSET)","83021","ATOC","313000","121200","-3.2407851583097855","50.983601619445395"
"WPK","WDNPK","WIMBLEDON PK UND","87251","ATOC","525200","172100","-0.2002464863474266","51.43407537045959"
"","YOVIJDP","YEOVIL JUNCTION","82341","ATOC","357000","114100","-2.613168645229371","50.92473551770996"
"","AISGILL","AIS GILL","9438","TPS","377728","497168","-2.344317184841525","54.3695420936515"
"","ALSAEJN","ALSAGER EAST JN","42412","TPS","380885","355000","-2.28688010167437","53.091879793739515"
"","ALSCTSW","ALLSCOTT SDGS","64704","TPS","360500","312400","-2.586064412115312","52.70783025430252"
"","APBYNE","APPLEBY NORTH EAST SDGS","9427","TPS","368700","520700","-2.4857709840528184","54.58053657852663"
"","ABTHA13","ABERTHAW SIGNAL A13","78904","TPS","302720","166450","-3.399459818994719","51.38872443606741"
"","ABTHOSD","ABERTHAW N.P.OIL SDG","78904","TPS","302675","166483","-3.400115393906601","51.389013349124376"
"","ABTHWCC","ABERTHAW CEMENT WORKS","78905","TPS","302693","167676","-3.400184153256958","51.39974030562742"
"ARD","ARDGAY","Ardgay Rail Station","1041","NAPTAN","260030","890448","-4.36208920609","57.88145239367"
"AUI","ARDLUI","Ardlui Rail Station","6059","NAPTAN","231699","715501","-4.72165737568","56.30196654417"
"ARM","ARMDALE","Armadale (W Lothian) Rail Station","7324","NAPTAN","294050","667141","-3.69541259893","55.88570975781"
"BSS","BARASIE","Barassie Rail Station","8411","NAPTAN","232899","632900","-4.65113849796","55.56105870797"
"CDR","CDRS","Cardross Rail Station","6113","NAPTAN","234479","677331","-4.65307320297","55.96037865007"
"ECR","ECROYDN","East Croydon Rail Station","87701","NAPTAN","532839","165770","-0.0927796195","51.37545380421"
"WAT","WATRLOO","LONDON WATERLOO","87212","ATOC","531200","179800","-0.1111234505056574","51.501917794750746"
"SHA","SHCRPTN","SHAW & CROM MTLK","","ATOC","394200","409000","-2.0890656362094595","53.57757994081521"
"","YORKYSJ","YORK","16444","ATOC","459600","451700","-1.0931909317830792","53.95798219536113"
"","ABTHA39","ABERTHAW SIGNAL A39","78900","TPS","302721","166451","-3.3994457261006015","51.38873359667181"
"","ALSAUDG","ALSAGER UP & DN GDS LOOP","42413","TPS","380100","355000","-2.2986016847538213","53.091850909765576"
"AMW","AMLWCH","AMLWCH","40021","TPS","244500","393600","-4.341232436993937","53.416238365891104"
"","AMLWOCT","AMLWCH ASSOCTD OCTEL SDG","40021","TPS","244500","393500","-4.341183097198423","53.415340264777875"
"","WATTEN","WATTEN","1004","woodpecker","325017","955779","-3.287656405024917","58.48373476984756"
"","WICKSDG","WICK SIDINGS ISU CE","1006","woodpecker","335934","950895","-3.0991029679617834","58.44162575527419"
"","GRGMACE","GEORGEMAS JUNCTION C.E.","1007","woodpecker","315325","959209","-3.4550906264124457","58.51276158655918"
"","GRGMYLC","HOY L.C.","1008","woodpecker","315507","959283","-3.4519945860009913","58.51345780768258"
"","ALTNCCE","ALTNABREAC CE SIDING","1011","woodpecker","300221","945533","-3.7082595997867025","58.3867883801084"
"","FORSNLC","FORSINARD L.C.","1012","woodpecker","289088","942497","-3.897090807075585","58.356850154282064"
"","FORSNCE","FORSINARD C.E.","1014","woodpecker","288927","942484","-3.8998278936526947","58.35669262397619"
"","HELMSCE","HELMSDALE C.E.","1017","woodpecker","302235","915671","-3.661236948228576","58.119146396170024"
"","GRGMHLC","HALKIRK L.C.","1020","woodpecker","313232","958346","-3.4906746301430003","58.50459300341051"
"","BRORACE","BRORA C.E.","1022","woodpecker","290621","904425","-3.853023998555681","58.01547708781293"
"","GOLSKLC","KIRKTON L.C.","1024","woodpecker","282522","899699","-3.9876657392276127","57.97097984670712"
"","ACHLDH","ACHEILDH","1028","woodpecker","266437","903959","-4.261761985893752","58.004671082633216"
"","LAIRGLC","LAIRG L.C.","1031","woodpecker","258288","903954","-4.399522352454999","58.00210571686023"
"","LAIRGCE","LAIRG C.E.","1032","woodpecker","258293","903900","-4.39940212282992","58.001626436699325"
"","LAIRGOT","LAIRG OIL SIDINGS","1033","woodpecker","258200","903804","-4.400922101012989","58.00072935317842"
"","ARDGAYC","ARDGAY C.E.","1042","woodpecker","260107","890270","-4.360697022266643","57.87987593769747"
"","EDERTON","EDDERTON","1043","woodpecker","270828","885399","-4.177420461008629","57.83939292995078"
"","TAINCE","TAIN C.E.","1045","woodpecker","278121","882428","-4.0531572749206735","57.814770502948846"
"","FEARNSD","FEARN SIDING ISU CE","1048","woodpecker","281530","878187","-3.9937026966078797","57.77761983533729"
"","DELNY","DELNY","1051","woodpecker","274548","872584","-4.108080552813529","57.72542551916089"
"","IVRGRCE","INVERGORDON C.E.","1053","woodpecker","270478","868665","-4.174265872726767","57.68909634511729"
"","EVNTNIB","EVANTON I.B.","1060","woodpecker","261424","866708","-4.3248719225465715","57.668832926197474"
"","FDRTYIB","FODDERTY I.B.","1069","woodpecker","252289","859117","-4.4732187139537025","57.5977976748102"
"","KYLEGF","KYLE OF LOCHALSH G.F.","1070","woodpecker","176177","827480","-5.71527969662574","57.282916096376425"
"","KYLELCE","SECTION MAN DINGWALL CONC","1071","woodpecker","176246","827219","-5.713896239786843","57.28060300202567"
"","STCNLC","STRATHCARRON L.C.","1077","woodpecker","194230","842125","-5.428622412750113","57.422718961722474"
"","ACHNSCE","ACHNASHEEN C.E.","1080","woodpecker","216516","858618","-5.070515975693192","57.58020151891271"
"","GARVELC","GARVE L.C.","1083","woodpecker","239504","861299","-4.68831548224645","57.61301608063732"
"","GARVECE","GARVE C.E.","1084","woodpecker","239514","861229","-4.688117400801108","57.61239072611018"
"","STCNCE","STRATHCARRON C.E.","1085","woodpecker","194271","842218","-5.42801434222091","57.42357269796235"
"","CLHY","CLACHNAHARRY SIGNALBOX","1090","woodpecker","264835","846594","-4.2565246466711475","57.48933765597584"
"","DING2LC","DINGWALL NO2 L.C.","1091","woodpecker","255319","858574","-4.422245751234631","57.59391219547248"
"","DINGMLC","DINGWALL MIDDLE","1091","woodpecker","255319","858574","-4.422245751234631","57.59391219547248"
"","DINGWCE","CE NORTH DINGWALL P-WAY INSP.","1092","woodpecker","255266","858404","-4.423032063828278","57.59236890744691"
"","CLUNSIB","CLUNES I.B.","1093","woodpecker","255844","846317","-4.4062117933659515","57.484073517755256"
"","MUROUS","MUIR OF ORD DOWN SIDING RAILTK","1096","woodpecker","252739","849978","-4.460149942123027","57.51593421455518"
"","IVRN410","INVERNESS SIGNAL I410","1097","woodpecker","267116","845693","-4.218009336101921","57.4819211969279"
"","ROSEST","ROSE STREET SIGNALBOX","1098","woodpecker","266715","845765","-4.224730603990495","57.482455325108994"
"","IVRN387","INVERNESS SIGNAL I387","1099","woodpecker","268140","845819","-4.201011736095884","57.48334997833287"
"","IVRNFHH","IVRNHH","1105","woodpecker","267157","845806","-4.21739978547981","57.48295121745355"
"","MILBRNJ","MILLBURN JN","1109","woodpecker","267571","845733","-4.210451789401699","57.48241977305759"
"","IVRNTC","INVERNESS MARSHALLING YARD","1111","woodpecker","267223","845855","-4.216319116862613","57.48340812993734"
"","IVRNCSD","CARRIAGE SIDINGS (CM&EE)","1112","woodpecker","267030","845747","-4.219475945425856","57.4823867533703"
"","IVRNTMD","CM&EE INVERNESS T&RSMD","1113","woodpecker","266990","845673","-4.220095379110348","57.48170519250952"
"","IVRNFD","INVERNESS FREIGHT DEPOT","1119","woodpecker","267231","845855","-4.2161875071510355","57.48341299239834"
"","DALCROS","DALCROSS","1121","woodpecker","276173","850447","-4.0694772844906195","57.52716367634896"
"","GLFIELD","GOLLANFIELD","1122","woodpecker","281173","853227","-3.987400647288163","57.55345804439912"
"","BRODIE","BRODIE","1123","woodpecker","297803","857213","-3.7113296416062864","57.59331348533831"
"","CRAHALL","CRADLEHALL","1130","woodpecker","268957","845510","-4.187240287219372","57.48081311535178"
"","CULDNMR","CULLODEN","1131","woodpecker","276287","845442","-4.065034095075541","57.48226528947923"
"","MOYY","MOY","1133","woodpecker","276439","834481","-4.056970932514146","57.38391160702798"
"","TOMATIN","TOMATIN","1134","woodpecker","279575","829339","-4.00233195112863","57.33859076608352"
"","SLOCHD","SLOCHD (SUMMIT) XNG LOOP","1136","woodpecker","283400","825689","-3.937098785907041","57.30682549162253"
"","CARRCE","CARRBRIDGE SIDING","1139","woodpecker","289931","822435","-3.827318221891572","57.2792265827134"
"","AVIEDRS","AVIEMORE DOWN REFUGE SIDING","1140","woodpecker","289641","812701","-3.827789514632838","57.19176695421736"
"","AVIEURS","AVIEMORE UP REFUGE SIDING","1141","woodpecker","289574","812162","-3.8286504216169592","57.18690923157474"
"","AVIEMRS","AVIEMORE (SPEYSIDE)","1142","woodpecker","289653","812669","-3.8275812383214274","57.19148085205286"
"BGR","BOATOFG","BOAT OF GARTEN","1143","woodpecker","294285","818609","-3.753492563530134","57.24590488872748"
"","KNCRAIG","KINCRAIG","1145","woodpecker","283229","805698","-3.930542306301283","57.1272987914907"
"","KGUSCE","CE SIDING","1146","woodpecker","275544","800364","-4.054735800469465","57.077404486476084"
"","INCLEA","INCHLEA","1152","woodpecker","267456","789698","-4.182432893620722","56.97940124751782"
"","DALWCE","DALWHINNIE SIDING","1155","woodpecker","263588","785236","-4.243617969681435","56.93821565158052"
"","DLNSPDL","DALNASPIDAL TIMING POINT","1157","woodpecker","264375","773364","-4.22435420485368","56.83188215728209"
"","ROSISLE","BURGHEAD(ROSEISLE)","2002","woodpecker","312103","865172","-3.475089149823855","57.667799425899794"
"","ALVES","ALVES","2004","woodpecker","312769","861776","-3.4627051375591726","57.63743177334203"
"","ELGINSB","ELGIN SIGNAL BOX","2006","woodpecker","321380","862176","-3.318661744474598","57.64260876704858"
"","ELGINY","ELGIN FREIGHT DEPOT","2008","woodpecker","322148","862223","-3.305811417578137","57.64316507307566"
"","KEITHLP","KEITH LOOP","2014","woodpecker","343322","851810","-2.9487436512900946","57.55280429433661"
"","KEITHBP","KEITH BRANCH PLATFORM","2017","woodpecker","343074","851623","-2.95284650198092","57.551094689215574"
"","KEITHSP","KEITH STRATHISLA PLATFORM","2018","woodpecker","342987","851616","-2.9542819169936627","57.55102245712726"
"","HNTLY","HUNTLY YARD","2022","woodpecker","353531","839609","-2.775846779115932","57.44438831801422"
"","GTLY","GARTLY","2023","woodpecker","352262","832382","-2.7955773933781063","57.37934599354181"
"","KNMTSB","KENNETHMONT","2024","woodpecker","355139","829277","-2.747167773122741","57.35175217383739"
"","INSCHCE","CE SIDING","2028","woodpecker","363272","827426","-2.6117319915666215","57.33585310609419"
"","INVURCE","INVERURIE","2032","woodpecker","377429","822020","-2.37608197906067","57.28821677202312"
"","INVURYD","INVERURIE YARD","2033","woodpecker","377495","821921","-2.3749886522805332","57.28733726817633"
"","BOKNTRE","BOAT OF KINTORE","2040","woodpecker","379578","816137","-2.3399447543538283","57.23547335439526"
"","DYCERFM","RAITHS FARM FD_DBS","2043","woodpecker","388473","813483","-2.1924790619594465","57.21195026551035"
"","KITTYBR","KITTYBREWSTER","2060","woodpecker","393215","808334","-2.113822575169724","57.1657910093835"
"","ABRDWAT","ABERDEEN WATERLOO","2061","woodpecker","394824","806432","-2.087190327589068","57.14872419547999"
"","ABRDNS","ABERDEEN NORTH SIDING","2067","woodpecker","393855","806241","-2.1031968329274595","57.146996163701765"
"","ABRD75","ABERDEEN SIGNAL A75","2078","woodpecker","394211","805336","-2.0972976702369595","57.13887118795113"
"","ABRD77","ABERDEEN SIGNAL A77","2079","woodpecker","394216","805334","-2.0972038721651742","57.13885524060121"
"","ABRDFJN","FERRYHILL JN","2082","woodpecker","394192","804937","-2.0976029397209746","57.13528976710411"
"","ABRDFDS","CE SIDING","2083","woodpecker","394130","804653","-2.0986067000660604","57.13273930983354"
"","ABRDFUS","FERRYHILL SDG","2086","woodpecker","394224","805241","-2.0970722191133917","57.13801880464628"
"","CRGICHY","ABERDEEN CRAIGINCHES YARD","2101","woodpecker","394585","804179","-2.091094589044415","57.12848878668288"
"","CRGIFHH","ABERDEEN CRAIGINCHES LAFARGE","2104","woodpecker","395026","804206","-2.0838052127768645","57.12873221770591"
"","CRGICBC","BLUE CIRCLE","2105","woodpecker","395027","804207","-2.083788563223482","57.12873748635275"
"","CRGISTH","ABERDEEN CRAIGINCHES","2107","woodpecker","395391","804352","-2.077782527853724","57.13004912301142"
"","NWHL","SIG METER(NEWTONHILL)","2111","woodpecker","391047","793554","-2.149145358867842","57.03298610812259"
"","NWHLURS","NEWTONHILL U.R.S.","2111","woodpecker","391047","793554","-2.149145358867842","57.03298610812259"
"","NWHLDRS","NEWTONHILL D.R.S.","2112","woodpecker","391038","793558","-2.149289593367476","57.033019429767265"
"","CAARMNT","CARMONT","2115","woodpecker","378795","783131","-2.3501185634728263","56.938948141144515"
"","LRNCDRS","LAURENCEKIRK D.R.S.","3002","woodpecker","372008","772097","-2.4604240373043016","56.83947301936137"
"","LRNCURS","LAURENCEKIRK U.R.S.","3004","woodpecker","372020","772090","-2.4602332021543454","56.839407510658965"
"","CRAIGCO","CRAIGO CROSSOVER","3005","woodpecker","368782","764449","-2.512368382497416","56.770560046731546"
"","MONTEWS","MONTROSE EWS","3015","woodpecker","371210","757881","-2.471910092946607","56.711720720851446"
"","MONTRSS","MONTROSE SOUTH","3017","woodpecker","371095","757655","-2.4737617013415423","56.70967569584279"
"","INVKDRS","INVERKEILOR DOWN REFUGE SIDING","3020","woodpecker","366534","748922","-2.5471061640193464","56.630924605774666"
"","INVKLOR","INVERKEILOR","3021","woodpecker","366393","748773","-2.5493994014699095","56.629579019484666"
"","ARBRURS","ARBROATH U.R.S.","3024","woodpecker","363890","741465","-2.5891612327371827","56.563742300501566"
"","ARBRCVR","ARBROATH CROSSOVER","3026","woodpecker","363908","741271","-2.5888514584226843","56.56199833931755"
"","CNSTDS","CARNOUSTIE DOWN SIDING","3030","woodpecker","356497","734466","-2.708281709130048","56.50023519465472"
"","CMPRDNJ","CAMPERDOWN JN","3043","woodpecker","340965","730493","-2.959643223576357","56.46285080263471"
"","DUNDCJ","DUNDEE CENTRAL JN","3053","woodpecker","339739","729551","-2.979310229759846","56.45424151504127"
"","DUNDCJC","TAY BRIDGE ARTISAN","3053","woodpecker","339739","729551","-2.979310229759846","56.45424151504127"
"XDE","DUNDEHS","DUNDEE H.S.","3062","woodpecker","339984","729697","-2.975376490715892","56.45557945484288"
"","TAYBDRS","TAY BRIDGE DOWN REFUGE SDGS","3065","woodpecker","339489","726019","-2.982553504121363","56.42247980394465"
"","TAYBDGS","TAY BRIDGE SOUTH SIGNALBOX","3066","woodpecker","339560","726321","-2.9814708948341417","56.42519920218619"
"","ERROLCE","CE SIDING","3068","woodpecker","325323","724562","-3.2117269312643897","56.4073647980557"
"","ERROLLC","ERROL L.C.","3069","woodpecker","325364","724528","-3.211044649768198","56.40706139035082"
"","INHTUE","INCHTURE","3071","woodpecker","328633","726442","-3.158618336345413","56.42475690867644"
"","BLARDS","BLAIR ATHOLL DOWN SIDING","3099","woodpecker","287008","765250","-3.8500744213306954","56.76508215058753"
"","DLNCRDH","DALNACARDOCH TMG POINT","3100","woodpecker","272884","769790","-4.083230723684205","56.80220551513822"
"","BLLINUG","BALLINLUIG","3104","woodpecker","297727","752373","-3.6696683876391045","56.6519270763587"
"","DUNKUS","DUNKELD UP SIDING","3107","woodpecker","303212","741596","-3.5762133664550837","56.55631716544896"
"","MURTHLY","MURTHLY","3108","woodpecker","310114","738341","-3.4628502131374703","56.52845447707676"
"","PERTHY","PERTH BR SUBSIDIARY YARD","3121","woodpecker","310275","725044","-3.4556551767340005","56.40907070262338"
"","PERTHNC","WELDING MAN PERTH & ASST","3122","woodpecker","310131","725451","-3.458121536712566","56.41270032391757"
"XPH","PERTHCS","PERTH WRCS","3128","woodpecker","311222","723272","-3.439716884326191","56.39332994207945"
"","PERTMU","SS","3131","woodpecker","310596","724741","-3.4503536497926794","56.406409099167966"
"","PERTCWM","PERTH CARR. WASHING MACHINE","3136","woodpecker","311188","723131","-3.440212454538379","56.39205598287918"
"","PERTHSO","PERTH SOUTH TIMING POINT","3137","woodpecker","311553","722217","-3.434000151745201","56.38392086964115"
"","PERTHHS","PERTH LIP","3140","woodpecker","311225","723099","-3.4396018284732848","56.39177962993169"
"","PERTH3P","NO3 PLATFORM","3140","woodpecker","311225","723099","-3.4396018284732848","56.39177962993169"
"","PERTHDL","PERTH DUNDEE LOOP","3148","woodpecker","311663","721989","-3.432142291814281","56.3818923719237"
"","HILTONJ","HILTON JN","3149","woodpecker","311680","720067","-3.431221872709033","56.364636357515316"
"","FRTEVOT","FORTEVIOT LEVEL CROSSING","3150","woodpecker","305611","718004","-3.5286709256660043","56.3449341989779"
"","AUCHTER","AUCHTERARDER","3152","woodpecker","295402","712122","-3.6914274864313614","56.28996056005235"
"","BLFDDCE","BLACKFORD DOWN SIDING","3154","woodpecker","289788","709296","-3.7808968482981378","56.26331691568362"
"","BLFD","BLACKFORD REFUGE SIDINGS","3155","woodpecker","290127","709236","-3.7754000477387994","56.262856401658794"
"","GRNLNNG","GREENLOANING REFUGE SIDINGS","3156","woodpecker","283786","707821","-3.8770778116608615","56.24864188654277"
"","BLFDUS","BLACKFORD UP SIDING","3158","woodpecker","289821","709275","-3.7803426459838003","56.263136220431534"
"","DUNANCE","DUNBLANE C.E.","3161","woodpecker","278105","700956","-3.9655501931431547","56.1855762730163"
"","DUNADRS","DUNBLANE DOWN REFUGE SIDING","3162","woodpecker","278006","701293","-3.967298023454558","56.1885735382959"
"","DUNANSB","DUNBLANE S.B.","3163","woodpecker","278051","701143","-3.9665040000027743","56.187241857501164"
"","CORNTLC","CORNTON LEVEL CROSSING","3167","woodpecker","279112","696245","-3.947187941600303","56.14353292814461"
"","LSTFORT","LINKSWOOD","3199","woodpecker","341522","724010","-2.9491464937221963","56.404690599075465"
"","NBRG","NEWBURGH","3211","woodpecker","322837","718016","-3.2500684096260124","56.34816603834477"
"","LADYDGL","LADYBANK D.G.L.","3217","woodpecker","330806","710225","-3.119117395278204","56.27941944631339"
"","LADYSTE","S&TE DEPOT","3219","woodpecker","330558","710172","-3.123098480872815","56.278901636782486"
"","LADYBHL","LADYBANK BRANCH LOOP","3220","woodpecker","330562","710173","-3.123048466637455","56.27891785867181"
"","LADYCE","CE SIDING","3222","woodpecker","330628","709956","-3.121916596689775","56.2769738241442"
"","ERSTHCS","EARLSEAT","3231","woodpecker","331715","698750","-3.101476556792833","56.176475950495025"
"","MTHLWST","METHIL WEST","3233","woodpecker","337779","699948","-3.0040941206482783","56.18806732759957"
"","THRNDPL","THORNTON NORTH D.P.L.","3236","woodpecker","330140","698231","-3.1267039398588765","56.17157757511854"
"","THRNUPL","THORNTON NORTH U.P.L.","3238","woodpecker","329917","697568","-3.1301125478373644","56.16559740819796"
"","THRNTNJ","THORNTON NORTH JN","3239","woodpecker","330037","697951","-3.128283501871341","56.16905034605982"
"","THRN568","THORNTON NORTH SIG ET568","3239","woodpecker","330037","697951","-3.128283501871341","56.16905034605982"
"","THRNTWJ","THORNTON WEST JUNCTION","3242","woodpecker","328968","697200","-3.1452925639478946","56.16214743963937"
"","REDFDJ","REDFORD JN","3244","woodpecker","327011","697013","-3.176747279607129","56.16017475200328"
"","WSTFKLG","KINGLASSIE LOADING PAD","3245","woodpecker","324077","698042","-3.2242614266508567","56.16895932185668"
"","WSTFELD","NCB WESTFIELD OPENCAST","3246","woodpecker","319912","697924","-3.2912920641192613","56.167217577928746"
"","CAPELDR","CAPELDRAE TIMING POINT","3247","woodpecker","318885","697736","-3.3077672039460255","56.16534926409115"
"","THRNTTC","THORNTON T.C.","3250","woodpecker","326359","697039","-3.187251928051669","56.16030214294925"
"","WSTSKD","WESTFIELD SKEDDOWAY","3251","woodpecker","326207","697183","-3.1897393173197552","56.16157597825103"
"","THRNGMM","THORNTON YARD GM MINING","3254","woodpecker","326002","697013","-3.192991993385084","56.160017483382305"
"XCJ","CLNYBDJ","CLUNYBRIDGE JN","3257","woodpecker","324927","696511","-3.2101553661565374","56.15533540196979"
"","THRNIHB","THORNTON YARD I & H BROWN","3258","woodpecker","326008","697013","-3.192885739696324","56.16001944617128"
"","KCLDYDD","KIRKCALDY SIDINGS","3271","woodpecker","327576","691817","-3.1662369215608193","56.11358359485418"
"","KCLD842","KIRKCALDY SIG EK842","3273","woodpecker","327616","691897","-3.1656209233896435","56.114311291927024"
"","KCLD838","KIRKCALDY SIG EK838","3273","woodpecker","327616","691897","-3.1656209233896435","56.114311291927024"
"","BISLNDJ","BURNTISLAND JN","3291","woodpecker","323269","685631","-3.233702371272167","56.05734873570163"
"","TNHLUGL","TOWNHILL U.G.L.","3315","woodpecker","311965","688546","-3.4161197839618547","56.08158070697166"
"","TNHLDGL","TOWNHILL D.G.L.","3315","woodpecker","311965","688546","-3.4161197839618547","56.08158070697166"
"","TNHLJN","TOWNHILL JN","3315","woodpecker","311965","688546","-3.4161197839618547","56.08158070697166"
"","ROSYFHH","ROSYTH DOCK FHH","3324","woodpecker","311161","682020","-3.426864098788305","56.02281921805131"
"","IVRKCJN","INVERKEITHING CENTRAL JN","3328","woodpecker","313133","683571","-3.3957478338836404","56.037106648938746"
"","IVRKTCE","SECTION MAN INV'KEITH CONC","3329","woodpecker","313117","683601","-3.3960170426961316","56.03737892834688"
"","IVRKTGL","INVERKEITHING G.L.","3329","woodpecker","313117","683601","-3.3960170426961316","56.03737892834688"
"","IVRKYD","INVERKEITHING YARD","3329","woodpecker","313117","683601","-3.3960170426961316","56.03737892834688"
"","IVRKSJN","INVERKEITHING SOUTH JN","3333","woodpecker","313156","683193","-3.3952493843820046","56.033719114787154"
"","IVRKEJN","INVERKEITHING EAST JN","3334","woodpecker","313371","684007","-3.392069397739992","56.041073573642"
"","IVRKUPL","INVERKEITHING U.P.L.","3336","woodpecker","313445","684032","-3.3908903922858515","56.041306430482116"
"RYK","ROSYTHD","ROSYTH DOCKYARD","3339","woodpecker","311165","682018","-3.4267980948812444","56.02279878090096"
"","CHTNJN","CHARLESTOWN JN","3342","woodpecker","309386","686599","-3.4568804870937226","56.06361586789346"
"","LNGANPS","LONGANNET POWER STATION","3343","woodpecker","294482","686154","-3.695961725194666","56.056558469367566"
"","LNGAFHH","LONGANNET POWER STATION FHH","3344","woodpecker","294469","686160","-3.6961665612797985","56.056608529306594"
"","LNGANSB","LONGANNET S.B.","3347","woodpecker","294629","685544","-3.693354201738051","56.05111379047504"
"","ALLOALP","ALLOA LOOP","3373","woodpecker","288546","693087","-3.794126397974831","56.117467402043964"
"","CMUSLP","CAMBUS LOOP","3377","woodpecker","285408","694289","-3.8450800291132374","56.127517943921426"
"","STIRLSD","STIRLING S & D LINES","3404","woodpecker","279730","693983","-3.936233406562496","56.12337544237889"
"","PMAISE","SUBSIDIARY YARD","3419","woodpecker","282521","694859","-3.8917462842404564","56.13193678816964"
"","CRMNDNJ","CARMONDEAN JN","4023","woodpecker","303062","668413","-3.5518491595536976","55.89903719933035"
"","NWBG","NEWBRIDGE","4032","woodpecker","312761","672130","-3.3979980463879147","55.93427992975066"
"","WCALDRS","WEST CALDER DOWN REFUGE SDG","4099","woodpecker","301833","663314","-3.5696460328542763","55.85299460396899"
"","WCAL994","WEST CALDER SIG EJ994","4100","woodpecker","301899","663349","-3.5685997490655605","55.853322015443474"
"","SLATFCS","SLATEFORD DEPOT","4103","woodpecker","322910","671516","-3.2354223546815017","55.93050178255322"
"","SLAT972","SLATEFORD SIGNAL ES972","4104","woodpecker","322717","671378","-3.2384587210732154","55.929226352082274"
"","SLATFDD","ACE EDINBURGH","4107","woodpecker","322930","671477","-3.2350809584382043","55.930157407526984"
"","MDCLDRJ","MIDCALDER JUNCTION","4111","woodpecker","308998","666505","-3.4563081149068404","55.88306080347072"
"","DLMYCE","CE SIDING","4202","woodpecker","313979","677758","-3.380298926996999","55.98505479433635"
"","DLMYUPL","DALMENY U.P.L.","4204","woodpecker","314039","677624","-3.379306345638644","55.98386194277456"
"","DLMYDPL","DALMENY D.P.L.","4205","woodpecker","314029","677619","-3.3794677420340724","55.98381292694487"
"","HAYMRWJ","HAYMARKET WEST JN","4221","woodpecker","322208","672484","-3.2469287184406483","55.93908785624875"
"","HAYMRCJ","HAYMARKET CENTRAL JN","4225","woodpecker","323013","672782","-3.234135400672241","55.941892806194105"
"XHA","HAYMTMD","HAYMARKET SD SUPERVISORS","4230","woodpecker","322986","672831","-3.234576685638469","55.94232504673514"
