"stop_code","stop_id","stop_name","platform_code","stop_url","easting","northing","stop_lon","stop_lat"
"","CAMBCE","CE SIDING","47218","woodpecker","546480","257854","0.14191139326251065","52.199473550055714"
"","CAMBECD","CAMBRIDGE ECD","47238","woodpecker","546754","258521","0.1462147529982598","52.20539646711072"
"","PRKSTM","TRAIN FERRIES","49409","woodpecker","623847","232637","1.2557828735410825","51.94717798797432"
"","PRKSUTC","PARKESTON TIP CONCILIATION GBF","49416","woodpecker","624132","232500","1.2598320364778557","51.94583109003211"
"","SEVCPOT","SOUTHEND VIC P O TERMINAL","50310","woodpecker","588168","186064","0.7121399715009229","51.542104526551896"
"","CRYMRSH","CURRY MARSH SIDINGS","51107","woodpecker","571171","181589","0.4651237122147945","51.50731033892584"
"","CURYMSH","CURRY MARSH","51108","woodpecker","571317","181598","0.4672237302299939","51.50734536207764"
"","TLBYRR","TILBURY CONTAINER SERVICES","51207","woodpecker","562247","176563","0.3343325748888161","51.46478378530114"
"","HERTFDD","HERTFORD DEPOT","51702","woodpecker","533059","212953","-0.07174755324618265","51.79940302232863"
"","PLAISTW","PLAISTOW","52714","woodpecker","539945","183261","0.01616256464579018","51.530925758274016"
"","ROYSSHR","SHERRIFF","53003","woodpecker","534734","241043","-0.03649124834131595","52.051415414511354"
"","HITCISU","P&MD (NOT USED)","53211","woodpecker","519193","229935","-0.2668797460280595","51.95514201655154"
"XHS","HRNSYCS","CARRIAGE SIDINGS","54201","woodpecker","531097","188915","-0.10921458792800125","51.583850569002855"
"","HRGY421","HARRINGAY SIGNAL K421","54207","woodpecker","531425","187968","-0.1048313350166939","51.57527169416606"
"","BASFORD","BASFORD","55118","woodpecker","455288","342994","-1.1779789258137632","52.98147018552946"
"","BESTNCS","BLUE CIRCLE","55211","woodpecker","453443","336330","-1.2065501355860373","52.92175599858813"
"","BESTFHH","BEESTON SIMS METALS FHH","55218","woodpecker","454892","337749","-1.1847573089303927","52.93436718130236"
"","GEDLCOL","GEDLING COLLIERY","55601","woodpecker","461418","343554","-1.0865876430680572","52.98582951725561"
"","CLAYHAS","HASLAND","56000","woodpecker","439259","368238","-1.4136318956633174","53.209781068962"
"","PYEBCP","COATES PARK","56131","woodpecker","443756","354156","-1.3482092640605234","53.08285764388534"
"","BNTNKCL","BRITCOAL BENTINCK COLLIERY","56302","woodpecker","448443","355022","-1.2781172193369752","53.0902367378447"
"","PYEBDGJ","PYE BRIDGE","56510","woodpecker","444284","353191","-1.340465268540919","53.07414251959105"
"","CDNRPFM","CODNOR PK FORGE & MONUMNT SDG","56514","woodpecker","444407","350160","-1.3390404305610883","53.04689076143291"
"","CDNRFHH","CODNOR PK FORGE & MNMT FHH","56515","woodpecker","444405","350166","-1.3390698772969079","53.046939720814485"
"","TOTOWRD","TOTON WRD","56582","woodpecker","448710","335130","-1.27712132437178","52.91141203308733"
"","LNGETNX","LONG EATON TOWN X-ING","56597","woodpecker","449514","333454","-1.265416356490201","52.89627576088239"
"","RATCKEG","KEGWORTH","56614","woodpecker","450088","326745","-1.2579109036985583","52.83592422297171"
"","RATCHRN","HATHERN","56616","woodpecker","451496","324032","-1.2374447227570633","52.81139982332259"
"","CLAYSTR","STRETTON","57000","woodpecker","438712","361526","-1.422623318947825","53.14949496832758"
"","AMBEWIN","WINGFIELD","57001","woodpecker","436942","352876","-1.4500860631096222","53.07186311364694"
"","LTLETNX","LITTLE EATON CROSSING","57117","woodpecker","436151","341169","-1.463189404876395","52.96669024034231"
"","KILBLC","KILBURN L C","57130","woodpecker","437754","346336","-1.4387213160733623","53.013020525774685"
"","DENBYOT","BRITCOAL DENBY OPENCAST","57131","woodpecker","438554","347210","-1.4266999472238933","53.02081942058581"
"","LNGEDRY","DRAYCOTT","57437","woodpecker","445161","333287","-1.3301398345732132","52.89515539084582"
"","WICHBW","BARTON & WALTON","57724","woodpecker","419570","316271","-1.7115384461314573","52.7437292138079"
"","BTNULH","BARTON UNDER NEEDWOOD","57731","woodpecker","420060","317832","-1.704188010881949","52.757746111502534"
"","DRKLOCS","DRAKELOW POWER STATION RST'S","57802","woodpecker","424607","320519","-1.6366246392831698","52.78171161483888"
"","DRKLFHH","DRAKELOW C POWERGEN FHH","57805","woodpecker","424508","320495","-1.6380931565454615","52.78150192263678"
"","MOIRGRE","GRESLEY","57806","woodpecker","428370","317802","-1.581058976856501","52.75710300645434"
"","NADINS","NADINS DISPOSAL POINT","58015","woodpecker","425880","319649","-1.6178079505514957","52.77383040728284"
"","COALJN","COALVILLE JN","58105","woodpecker","443232","313615","-1.361401176326282","52.71848281283688"
"","LOGHARC","AMEY ROADSTONE","59004","woodpecker","454093","320657","-1.1994807662761757","52.7808162960666"
"","OLDDEDW","EDWALTON","59102","woodpecker","472118","319371","-0.932565515663136","52.7671509740163"
"","ASFRDBY","ASFORDBY COLLIERY","59119","woodpecker","472222","319481","-0.9310071503947174","52.76812813039161"
"","LEST426","SIGNAL 426","59245","woodpecker","459636","304534","-1.1202266640289191","52.63530298161018"
"","LESTBRG","LEICESTER BRAUNSTONE GATE","59251","woodpecker","457884","303414","-1.146313193008858","52.62542903079844"
"","MRKTGG","GREAT GLEN","59336","woodpecker","465052","296312","-1.041813289844646","52.560784906306644"
"","MRKTELN","EAST LANGTON","59344","woodpecker","472123","291902","-0.9384899819196536","52.52025388950001"
"","DESBRO","DESBOROUGH","59421","woodpecker","479768","283799","-0.8277815809168988","52.44635497505064"
"","KETRGLN","GLENDON","59423","woodpecker","485122","282544","-0.7493411492283655","52.43427251264514"
"","CORBSV","SEATON VIADUCT","60004","woodpecker","490976","299344","-0.658673105821372","52.584318118446426"
"","CORBHSB","HARRINGWORTH SIGNAL BOX","60006","woodpecker","491237","296553","-0.6555899153944948","52.55919086513233"
"","KETRGED","GEDDINGTON","60020","woodpecker","487552","285205","-0.7129101147282653","52.45779887866775"
"","SNBKSDP","SOULDROP","61141","woodpecker","498483","261016","-0.5591760912593606","52.23854529562503"
"","LEAGRVJ","LEAGRAVE JUNCTION","62209","woodpecker","505579","224635","-0.4665374437790752","51.91026544963914"
"","LUTONUS","TC (UP SIDINGS)","62404","woodpecker","509905","221282","-0.4047348977273953","51.87928692206705"
"","NEASDND","NEASDEN (LONDON UNDERGROUND)","63016","woodpecker","520860","185753","-0.25797227327160793","51.55772463650753"
"","NEASKV","KILBURN VIADUCT","63020","woodpecker","525141","184587","-0.19667468515495595","51.54630980527068"
"","MARYSDS","MARYLEBONE SIDINGS 1-5","63023","woodpecker","527427","182343","-0.1645332513792957","51.525634645501555"
"","MARYWRD","MARYLEBONE WASHER ROAD","63024","woodpecker","527207","182647","-0.16759586686028205","51.52841952397749"
"","HGTNSD","HAUGHTON R S","64122","woodpecker","337648","326640","-2.9269712519541997","52.83366869212813"
"","NEWTDOU","DOUGHT'S LEVEL CROSSING","64309","woodpecker","307272","291263","-3.3677717634364606","52.51135399959223"
"","TALRDOG","PONTDOLGOCH","64314","woodpecker","301092","293752","-3.4595489659277945","52.53264034247589"
"","TALRLLA","LLANBRYNMAIR","64316","woodpecker","289660","303067","-3.631115615989822","52.61414464251178"
"","PRTHCE","CE SIDING","64502","woodpecker","256206","339237","-4.140780602987849","52.93124081870718"
"","ABRYAFO","AFON WEN LC","64505","woodpecker","245018","337229","-4.306122937820987","52.91009432931459"
"","MCHYGLA","GLANDYFI","64601","woodpecker","269266","296798","-3.929677446259057","52.553295278764985"
"","MCHYYNY","YNYSLAS","64602","woodpecker","261303","292593","-4.045294803646835","52.513541244781194"
"","ALSCGF","ALLSCOTT GF","64705","woodpecker","361596","312588","-2.569868797551852","52.709600031004"
"","HEATSDG","HEATH TOWN RECP","65044","woodpecker","392859","299155","-2.1068310974754607","52.590161743242405"
"","CNCKMOC","MID CANNOCK OPEN CAST","65506","woodpecker","398538","308600","-2.02304865749036","52.67511787967573"
"","ESNTNWS","BRITCOAL SPRING HILL OPENCAST","65515","woodpecker","398589","304225","-2.022281803613921","52.63578888435784"
"","STNPK","SUTTON PARK","65531","woodpecker","411796","296751","-1.8273959358139829","52.56847126665845"
"","BSCTSS","BESCOT YARD SPECFD PRIVATE WGN","65701","woodpecker","401200","295555","-1.9837287251697286","52.55784302448541"
"","SOHOCE","S&TE SIDING","65829","woodpecker","403656","288564","-1.9475725219074826","52.494985308068316"
"","PRYBRWJ","WEST JUNCTION","65834","woodpecker","405827","290972","-1.9155544986187694","52.51661436362129"
"","STRBCS","STOURBRIDGE JN SDGS","65931","woodpecker","390968","283598","-2.1343158192744407","52.45027700235762"
"","COLESH","COLESHILL","66231","woodpecker","420160","290963","-1.7043461426589825","52.51619593453587"
"","LIFOMOS","CAMP HILL","66350","woodpecker","407947","283375","-1.8844992363825677","52.44828980257993"
"","SMLHSTV","STVA SDGS","66422","woodpecker","408924","285531","-1.8700671491192151","52.46766082874135"
"","TYSLYJM","JAMES CAR DELIVERIES","66429","woodpecker","410760","284247","-1.8430806559549044","52.45608154178315"
"","BNWDSDG","BR GLOS BARNWOOD SUBSIDIARY YD","68083","woodpecker","384775","218210","-2.2224892592188006","51.862270892420696"
"","NNTNMID","MIDLAND JN","69015","woodpecker","437718","291748","-1.445526871174863","52.522325309491414"
"","NNTNSHJ","NUNEATON SOUTH JUNCTION","69018","woodpecker","436720","291934","-1.4602105660214533","52.5240637386591"
"","NNTNHS","NUNEATON HS / 'A' SDG","69019","woodpecker","436199","292513","-1.4678185029163229","52.52930712907908"
"","ATLBSHI","SHILTON","69024","woodpecker","440297","284346","-1.40840040326544","52.45560240721906"
"","LMNGFDS","CE SDGS (FIELD SIDINGS)","69305","woodpecker","431153","265298","-1.5447271860969338","52.284958220659576"
"","BNBRUGL","BANBURY UP GOODS LOOP","69421","woodpecker","446177","242126","-1.3276339796185086","52.075589147139205"
"","BCSTARD","ARDLEY","69450","woodpecker","450882","229500","-1.2608665659466933","51.961670539938645"
"","HADMROS","ROSE FARM CROSSING","69510","woodpecker","477900","205177","-0.8731873500844021","51.73989692021535"
"","RUGBYAS","RUGBY ARRIVAL SIDINGS","70020","woodpecker","450632","276100","-1.25756517098114","52.38061983441016"
"","RUGBLHS","C&W SIDING","70032","woodpecker","450545","276161","-1.258843760947914","52.381172771538196"
"","RUGBSJ","RUGBY SOUTH JUNCTION","70034","woodpecker","451553","275776","-1.2440974566628724","52.377618745589395"
"","WEEDWEL","WELTON","70042","woodpecker","459645","268081","-1.1265921092565359","52.30762779356054"
"","WEEDWIL","WILTON MARINA","70045","woodpecker","461935","263444","-1.0938663013683718","52.26568977063986"
"","LNGBAP","ALTHORPE PARK (LONG BUCKBY)","70093","woodpecker","468006","266276","-1.0043522125747273","52.29043783590181"
"","NMPTBST","NORTHAMPTON BRIDGE ST","70111","woodpecker","475920","259490","-0.8898680250158457","52.2283996862058"
"","NMPTCMD","PAD","70112","woodpecker","476163","259458","-0.8863189153336278","52.22808078214169"
"","NMPTHHT","HUNSBURY HILL TUNNEL","70120","woodpecker","474055","258256","-0.9174305936308772","52.21756656027654"
"","WEEDSTO","STOWE HILL TUNNEL","70135","woodpecker","464555","258297","-1.0564613431307042","52.21912950417502"
"","HANSCAS","CASTLETHORPE OLD STATION","70204","woodpecker","479718","244393","-0.8378043380834946","52.09216260310405"
"","WLVRLAR","TRNSPRT & W/HSNG FACILITIES","70213","woodpecker","481762","241698","-0.808616705147001","52.0676387877804"
"","LEDBSH","STOKE HAMMOND","70323","woodpecker","488088","228906","-0.7196430728802056","51.95168845236254"
"","AYLSCCD","NCB CCD","70352","woodpecker","481964","213337","-0.8124198024262711","51.81267699482505"
"ZPC","PICDYCR","PICCADILLY CIRCUS LT","72352","woodpecker","529485","181005","-0.13538334369499605","51.5131381074323"
"","LINKLIN","LINK LINE <PADDINGTON>","73000","woodpecker","526512","181409","-0.178051173964715","51.51744606680777"
"","PROYGNS","GUINNESS","73305","woodpecker","519353","182921","-0.2806689991175216","51.53258982505209"
"","HWYCWW","WEST WYCOMBE","73506","woodpecker","483772","194526","-0.7907222362138239","51.64331205893377"
"","HAYESTC","HAYES FREIGHT TERMINAL","73772","woodpecker","509939","179422","-0.41742679381741615","51.50304984305686"
"","WDRYE","WEST DRAYTON EAST","73782","woodpecker","506755","180028","-0.4630937841443982","51.50910599246569"
"","SLOUGHW","SLOUGH WEST","73831","woodpecker","496817","180480","-0.6061256985361962","51.51496206145569"
"","OXFDBGF","OXFORD BANBURY ROAD G.F.","74551","woodpecker","450012","211809","-1.2760860843427362","51.802702668256316"
"","ALDMSPS","BR PADWORTH SIDING","74712","woodpecker","460616","167473","-1.1299629767232908","51.40305543672426"
"","SAVERNK","SAVERNAKE","74817","woodpecker","423414","163287","-1.6650327537238263","51.36816057224266"
"","DINMORE","DINMORE TUNNELS","76372","woodpecker","350905","251621","-2.719114615519344","52.160680552913114"
"","LEOMSB","LEOMINSTER SIGNAL BOX","76373","woodpecker","350208","258857","-2.730364286006771","52.22566361590473"
"","BRFLD","BROMFIELD","76376","woodpecker","348751","277484","-2.754535536627137","52.39297750970533"
"","CARDFRS","ALLIED STEEL&WIRE (ROD MILL)","77223","woodpecker","319481","175385","-3.1606706834314533","51.47167951941849"
"","TRELEWS","TRELEWIS","78325","woodpecker","310486","197500","-3.295782869177524","51.669120403378976"
"","CARD430","CARDIFF SIG. C430","78453","woodpecker","318849","176424","-3.170005956913055","51.48092878348727"
"","PENTCE","PENARTH CURVE","78522","woodpecker","316736","175973","-3.200317358594911","51.476566675508366"
"","CADOEWS","CADOXTON - DBC","78720","woodpecker","313080","168657","-3.2511526112328126","51.410245765394144"
"","CWMROPN","NCB CWMMAWR OPENCAST","79021","woodpecker","252867","212423","-4.134782485385107","51.791063982462454"
"","TROSEXC","TROSTRE WORKS EXCHANGE SIDINGS","79053","woodpecker","252503","199094","-4.134397767206801","51.67120456294803"
"","GWCGRR","GWAUN-CAE-GURWEN RUN ROUND","79068","woodpecker","270427","212042","-3.88017056447701","51.791982410843936"
"","LLNGYFL","LLANGYFELACH","79090","woodpecker","263949","199463","-3.969131028965667","51.67741055029876"
"","CRYNANT","CRYNANT","79499","woodpecker","279487","204838","-3.7463802730226594","51.729266858320116"
"","BLNNBLP","BRYNTEG LOADING PAD","79501","woodpecker","281438","207643","-3.7190991502059094","51.754898246136364"
"","ONLLRR","ONLLWYN RUN ROUND","79502","woodpecker","284054","210449","-3.6821494838046935","51.78066323583538"
"","RESOLVN","RESOLVEN","79518","woodpecker","282951","202636","-3.695499093487692","51.71021751339782"
"","BGLNBBP","BAGLAN BAY BP CHEMICALS EWS","79611","woodpecker","273903","192962","-3.822891098962146","51.621317222362656"
"","PTALCOR","PORT TALBOT WRKS BRITISH STEEL","79736","woodpecker","276113","188573","-3.789430310441045","51.58236445785475"
"","MRGMWRD","M&EE C&W MAINTENANCE BLOCK D","79772","woodpecker","278996","183632","-3.74614640075407","51.538576955967976"
"","MRGMT33","MARGAM UP GOODS BRANCH PT33","79779","woodpecker","279214","184134","-3.743182566471067","51.54313574435812"
"","MRGMCE","MARGAM SIDINGS","79782","woodpecker","278973","184855","-3.746893045273674","51.54957101450071"
"","NWLNDLJ","NEWLANDS LOOP JUNCTION","79784","woodpecker","279228","184084","-3.742956150145096","51.54269208254575"
"XFH","FGDHSDG","CARRIAGE SERVICING & STABLING","80010","woodpecker","195265","239196","-4.98483911302742","52.01333924165656"
"","TRECWN","MOD (NAVY-TRECWN)","80031","woodpecker","196997","232532","-4.955697556330227","51.95414076938069"
"","MLFDOCK","MILFORD HAVEN DK","80101","woodpecker","190061","206069","-5.040430954761247","51.71396973719695"
"","HLNMLPG","HALLEN MARSH LPG SIDING","81224","woodpecker","352057","179897","-2.6923219140677412","51.515950960327906"
"","BRDGCRL","BRIDGWATER CHARTERAIL","81925","woodpecker","330803","137428","-2.990313050337146","51.131922682783625"
"","FROMNRS","FROME NETWORK RAIL SIDING","82205","woodpecker","378459","147527","-2.309854552997044","51.22651604224714"
"","GLHMCE","GILLINGHAM (DORSET) ISU(CE)","82333","woodpecker","380893","126044","-2.27385634025425","51.033431717875416"
"","SUTNBIN","SUTTON BINGHAM","82348","woodpecker","354828","111469","-2.643741372296568","50.90091231253646"
"","TAUNCE","TAUNTON BLDG INSP 1 <W>","83005","woodpecker","322602","125427","-3.10492061953563","51.0229773576096"
"","WELIXO","WELLINGTON (S) -RAILTRACK","83022","woodpecker","313008","121237","-3.2406766039719246","50.98393975840257"
"","TIVILP","TIVERTON JUNCTION","83109","woodpecker","303218","111357","-3.3774893094345915","50.89354802305432"
"","HELEBLC","HELE & BRADNINCH LC","83112","woodpecker","299555","102294","-3.427060532917399","50.811452094297984"
"","STCALC","STOKE CANON LC","83116","woodpecker","293673","97999","-3.5092729653266868","50.771789985890685"
"","NTAWTN","NORTH TAWTON","83313","woodpecker","266561","100013","-3.8943086608905473","50.78428662007828"
"","EXETCAR","EXETR ST DAV CAR SDGS WESSEX","83404","woodpecker","291089","93354","-3.5445295340312364","50.72955532400078"
"","EXETDPT","PREMIER TRANSPORT TERMINAL","83405","woodpecker","291079","93451","-3.544703970734746","50.73042413226261"
"","HONICE","HONITON - ISU (CE)","83462","woodpecker","316306","100269","-3.1888900801799376","50.79590539243673"
"","HEWISH","HEWISH","83465","woodpecker","342041","108296","-2.8250615768295195","50.871237070083716"
"","LARAST","CS&TE SIDING","84091","woodpecker","250408","55522","-4.105381989047901","50.38049790115702"
"","PLYMBAL","PLYMOUTH BALLAST SDGS","84140","woodpecker","248006","55556","-4.1391536616675415","50.380190024979996"
"","STBLHOS","ST BLAZEY HENRY ORCHARD & SONS","85217","woodpecker","207267","53963","-4.710724065902891","50.353941792541605"
"","BUGLROC","ROCKS MECHANICAL DRIES ECC SDG","85230","woodpecker","202412","58838","-4.781452324957297","50.39612138700922"
"","CRUGWAL","CRUGWALLINS SIDINGS","85405","woodpecker","197821","52606","-4.842618836165526","50.33858132380974"
"","PRKATRE","PARKANDILLACK TREVISCOE ECC SD","85416","woodpecker","194130","56056","-4.896305552808366","50.368289979393225"
"","PRKAKER","PARKANDILLACK KERNICK ECC SDG","85418","woodpecker","194375","55654","-4.892645384127813","50.36476355191611"
"","TRUROCE","LEE & SONS","85502","woodpecker","181579","44947","-5.066109445400545","50.263999934764186"
"","CBORRXO","ROSKEAR JUNCTION","85621","woodpecker","165093","39818","-5.29385266431287","50.21162211859287"
"","PONSNDN","PONSANDANE","85732","woodpecker","148503","31122","-5.520194749581262","50.12674950479325"
"","PENZWAS","PENZANCE WASHER","85735","woodpecker","149453","31231","-5.50699068114085","50.128129325435125"
"","WOKI100","WOKING SIGNAL WK506","86034","woodpecker","500443","158560","-0.5600953301144944","51.317287559397485"
"","ANDOYD","ANDOVER YARD","86072","woodpecker","435279","145772","-1.4963367832299812","51.21007046006743"
"","REDPJN","ANDOVER RED POST JN","86075","woodpecker","433241","145125","-1.5255593106509526","51.204372216031004"
"","ELGHLWR","SILCOCK EXPRESS","86089","woodpecker","446078","120053","-1.345026424942038","50.9780435602796"
"","ELGHMCS","MARCROFT SIDING","86095","woodpecker","445849","118745","-1.3484473781263697","50.96630355243791"
"","ELGHFLD","EASTLEIGH DEPOT FREIGHTLINERS","86098","woodpecker","445644","118148","-1.3514385242492546","50.960944427333416"
"","ELGHVQ","EASTLEIGH VIRTUAL QUARRY","86105","woodpecker","445801","118740","-1.3491341190573138","50.96625570553558"
"","DEANHLS","MOD(NAVY)","86111","woodpecker","428186","126721","-1.5993552499829822","51.03915438534188"
"","EGRMECC","E GRIMSTEAD ENG CHINA CLAY","86113","woodpecker","422600","127115","-1.6790034698879326","51.04294079120401"
"","DEANEGR","EAST GRIMSTEAD SB","86117","woodpecker","422581","127129","-1.6792736166910334","51.04307244366189"
"","DEANCE","DEAN ENGINEERS","86118","woodpecker","425914","127040","-1.631728482303985","51.042124321854416"
"","FARE283","FAREHAM SIGNAL E283","86239","woodpecker","456845","106531","-1.193767822530155","50.8555008432186"
"","DRYTON","DRAYTON","86429","woodpecker","488903","104409","-0.7389298336630681","50.832391694914165"
"","SOTONDY","DOWN YARD","86506","woodpecker","441113","112150","-1.4166279261110226","50.90735880280312"
"","SOTNHVP","SOUTHAMPTON HOVERPORT","86515","woodpecker","441003","112035","-1.4182032972667402","50.90632883948234"
"","SOTOLHS","SOUTHAMPTON M.C.T. L.H.S.","86532","woodpecker","438366","112790","-1.4556354395159479","50.91329806639551"
"","SOTDNLU","SOUTHAMPTON DOCKS NLU","86601","woodpecker","440128","112428","-1.4306121438994124","50.90992009398127"
"","WARHUS","WAREHAM UP SIDINGS","86962","woodpecker","392314","88407","-2.1101736109277356","50.69524586265434"
"","WARH22","WAREHAM SIGNAL WR22","86966","woodpecker","391690","87950","-2.1190053187601787","50.691123919173656"
"","WOOLMOD","WOOL MOD SIDING","86972","woodpecker","384653","86944","-2.2185816789741146","50.68193970538213"
"ROP","ROPLEY","ROPLEY","87019","woodpecker","463039","132449","-1.1012947996132056","51.08789133076342"
"","GUILDFY","GUILDFORD YARD","87052","woodpecker","499120","149704","-0.5815176445580568","51.23790937725788"
"","GUILDUR","GUILDFORD UP YARD","87053","woodpecker","499046","149871","-0.5825397771756147","51.23942798106267"
"","STAINSS","STAINES STATION BUS STOP","87114","woodpecker","504180","171431","-0.5027200003946346","51.43231345235124"
"","WDONDSX","DEPOT WIMBLEDON STATION EXIT","87253","woodpecker","525533","171966","-0.19550995163586357","51.432801738674684"
"","WIMB827","WIMBLEDON SIGNAL VC827","87261","woodpecker","524920","170737","-0.20474537999356052","51.42188584034286"
"","LNDNBAL","LONDON BRIDGE BALLAST","87599","woodpecker","533064","180075","-0.08417642835023358","51.50394963218554"
"","WCRO041","WEST CROYDON SIGNAL T1041","87650","woodpecker","532302","166438","-0.10024739102158525","51.381578652426676"
"","REDH322","REDHILL SIGNAL T1322","87719","woodpecker","528011","150338","-0.16763668116587535","51.237871191324786"
"","HYWRDSS","HAYWARDS HEATH DN SDG STH","87962","woodpecker","532927","124063","-0.10694171935771846","51.00060905840597"
"XDV","BRGHLHS","COMERCIAL MANAGER LDN COASTWAY","87983","woodpecker","530706","105677","-0.145157758759159","50.835867173511694"
"XYC","CRAWNYD","CRAWLEY NEW YARD","88003","woodpecker","528755","138678","-0.16117148117884506","51.13290876235795"
"","HASTCHS","B R CARRIAGE SIDINGS","88285","woodpecker","581479","109664","0.5771939466830377","50.85800413421038"
"","CHRXBAL","CHARING CROSS (BALLAST)","88397","woodpecker","530421","180322","-0.12215443404204929","51.50679059604117"
"","DARTWJN","DARTFORD WEST JUNCTION","88441","woodpecker","554149","174482","0.21694598465856077","51.44834849553675"
"","CHATDGB","CHATHAM DOCKYARD GBRF","89014","woodpecker","577419","169589","0.5490342383240912","51.39759187863895"
"","SWAL107","SWALE SIGNAL EV107","89111","woodpecker","591231","169153","0.747122057864193","51.38919373906486"
"","RIDHBS","RIDHAM SIDINGS","89121","woodpecker","591249","168741","0.7471511837521599","51.38548908827283"
"XQC","QUENCLS","MAINLAND CAR DISTRIBUTORS","89129","woodpecker","590827","172873","0.7433205098432196","51.422744129288354"
"","SNGWUS","SINGLEWELL UP SIDING","89550","woodpecker","565842","170260","0.38308719683898795","51.407120926166776"
"","LENHUS6","LENHAM UP SIDING NO 6","89558","woodpecker","588874","151093","0.7037278953582637","51.22777305772511"
"","LENHUS8","LENHAM UP SIDING NO 8","89562","woodpecker","588880","151070","0.7037954813975386","51.22756220410959"
"","FLKS18","FOLKESTONE EAST SIGNAL YE18","89724","woodpecker","624481","137616","1.2045065182468069","51.09389989820298"
"TCR","TOTCTRD","Tottenham Court Road","73113","NAPTAN","529700","181300","-0.13217086625759983","51.51574395239628"
"WWC","WOLWXR","Woolwich","88528","NAPTAN","543800","179000","0.06996302800729544","51.49166608878852"
"BEA","BGOALAN","Bridge of Allan Rail Station","3165","NAPTAN","278530","697721","-3.95722851142","56.15663513682"
"BLH","BLSHL","Bellshill Rail Station","7429","NAPTAN","273244","660056","-4.02449908366","55.81706346181"
"CBK","CBRK","Cranbrook Rail Station","83454","NAPTAN","299892","95462","-3.42041535097","50.75009135488"
"CAC","CLDRCRX","Caldercruix Rail Station","7334","NAPTAN","282029","667701","-3.88771108683","55.88794297805"
"CLJ","CLPHMJ1","Clapham Junction Rail Station","87219","NAPTAN","527203","175500","-0.17022139909","51.46418690022"
"CLJ","CLPHMJW","Clapham Junction Rail Station","87219","NAPTAN","527201","175500","-0.17025017415","51.4641873493"
"DLJ","DALS","Dalston Junction Rail Station","52074","NAPTAN","533568","184780","-0.07513748995","51.54611563297"
"DAR","DLTN","Darlington Rail Station","15866","NAPTAN","429401","513999","-1.54732382418","54.52044786572"
"GAL","GALASLS","Galashiels Rail Station","4715","NAPTAN","349337","636329","-2.80595442613","55.61789919402"
"GBG","GOREBRG","Gorebridge Rail Station","4710","NAPTAN","334560","661280","-3.04651536474","55.84027351646"
"HGG","HAGGERS","Haggerston Rail Station","52078","NAPTAN","533553","183955","-0.07566646917","51.53870546396"
"HWC","HARWICH","Harwich Town Rail Station","49422","NAPTAN","625985","232396","1.2866819234","51.94414539521"
"HHB","HEYMST","Heysham Port Rail Station","11611","NAPTAN","340290","460069","-2.91311432171","54.03314385051"
"HHY","HGHI","Highbury & Islington Rail Station","54293","NAPTAN","531583","184735","-0.10376363832","51.54617715485"
"LEB","LEABDGE","Lea Bridge Rail Station","51933","NAPTAN","536174","187123","-0.03667252706","51.56654780129"
"LBG","LNDNBDC","London Bridge Rail Station","87601","NAPTAN","532928","180190","-0.08609200483","51.5050190405"
"LBG","LNDNBDE","London Bridge Rail Station","87601","NAPTAN","532928","180200","-0.0860882393","51.50510890486"
"LPR","LPRESTN","Long Preston Rail Station","9525","NAPTAN","383350","457899","-2.25559197103","54.01683728872"
"MST","MAESTGW","Maesteg Rail Station","79828","NAPTAN","285521","191420","-3.65464559005","51.60993834921"
"NTA","NABT","Newton Abbot Rail Station","83624","NAPTAN","286753","71202","-3.59916680373","50.52958553738"
"NCO","NWCOURT","Newcourt Rail Station","83476","NAPTAN","296098","90525","-3.47278419609","50.70504186187"
"NEG","NWTGRNG","Newtongrange Rail Station","4711","NAPTAN","333175","664276","-3.06936579673","55.86699745934"
"OXP","OXFPWAY","Oxford Parkway Rail Station","74436","NAPTAN","450121","211962","-1.27448586064","51.80407130425"
"PMH","PHBR","Portsmouth Harbour Rail Station","86311","NAPTAN","462972","100091","-1.10784017919","50.79696235778"
"PUR","PURLEY","Purley Rail Station","87801","NAPTAN","531468","161520","-0.11403537395","51.33757870749"
"RRN","RBRYSTN","Robroyston Railway Station","6524","NAPTAN","264290","668205","-4.17136594603","55.88779459765"
"RHY","RHYMNEY","Rhymney Rail Station","78341","NAPTAN","311111","207470","-3.28929833943","51.75883740042"
"SAR","SADWRD","St Andrews Road Rail Station","81230","NAPTAN","351776","179546","-2.69631299553","51.51277135076"
"STY","SOAVPWY","Stratford-upon-Avon Parkway Rail Station","66449","NAPTAN","418489","256539","-1.73084236463","52.20677905557"
"SAU","STAUSTL","St Austell Rail Station","85303","NAPTAN","201614","52567","-4.78935886477","50.3395170409"
"SIA","STHEAIR","Southend Airport Rail Station","50315","NAPTAN","587567","189000","0.70504986182","51.56866960942"
"STP","STPXBOX","London St Pancras International LL Rail Station","63629","NAPTAN","529988","183135","-0.12734266393","51.53216791828"
"SCS","STRCROS","Starcross Rail Station","83602","NAPTAN","297701","81901","-3.44770422288","50.62779775582"
"SWM","SWNSCMB","Swanscombe Rail Station","88705","NAPTAN","560580","174761","0.3095432837","51.44907051261"
"TWB","TWDBANK","Tweedbank Rail Station","4714","NAPTAN","352367","634909","-2.75760488482","55.60544797867"
"WIC","WIKFORD","Wickford Rail Station","50324","NAPTAN","574510","193694","0.51918514821","51.61502314242"
