"STANOX","TIPLOC","CRS","Description","dataSource","stop_lon","stop_lat","easting","northing"
"16522","SELBYFD","","SELBY FREIGHT DEPOT","woodpecker","-1.0564100794640134","53.78687223101084","462266","432694"
"16523","SELBY","SBY","Selby Rail Station","NAPTAN","-1.06378590029","53.78278496381","461786","432233"
"16524","SELBMYE","","SELBY MELMERBY ESTATES","woodpecker","-1.040243456698974","53.78730662904016","463331","432757"
"16525","SELBAR","","BARLBY LOOPS","woodpecker","-1.0580632769425742","53.786806429171385","462157","432685"
"16526","SELBFHH","","SELBY (FLHH)","woodpecker","-1.040297773697006","53.78731380991043","463327","432758"
"16527","","","SELBY REPAIR SIDING","woodpecker","-1.0419493327836746","53.78689310539028","463219","432709"
"16528","SELBBNJ","","BARLBY NORTH JN","woodpecker","-1.0540394354393343","53.787252695339696","462422","432739"
"16529","GSCGGBR","","GASCOIGNE WOOD SDGS GBRF","woodpecker","-1.2084763776788645","53.7785301681375","452258","431644"
"16591","GSCGNWJ","","GASCOIGNE WOOD JN","woodpecker","-1.217404032386157","53.77920353776288","451669","431712"
"16592","SELB587","","SELBY SIGNAL S587","railmap","-1.0652873","53.7804156","461691","431968"
"16595","SMILFD","SOM","South Milford Rail Station","NAPTAN","-1.25052921973","53.78232652758","449482","432036"
"16601","PECKFSB","","PECKFIELD","woodpecker","-1.3333721719282765","53.789089156768235","444017","432734"
"16602","MCKLFLD","MIK","Micklefield Rail Station","NAPTAN","-1.32679307059","53.78883680612","444450","432710"
"16603","EGRFRTH","EGF","East Garforth Rail Station","NAPTAN","-1.37053681811","53.79197747142","441565","433033"
"16604","GARFRTH","GRF","Garforth Rail Station","NAPTAN","-1.38230956433","53.79657766146","440785","433538"
"16707","FERYGGB","","FERRYBRIDGE PS GYPSUM GBRF","woodpecker","-1.2766827343824039","53.72404686816262","447825","425534"
"16708","FERYGBF","","FERRYBRIDGE POWER STATION","woodpecker","-1.2748932704226046","53.72166135532878","447946","425270"
"16709","FERYFHH","","FERRYBRIDGE C PWR STN (FLHH)","woodpecker","-1.2749580085528642","53.72170903325276","447941","425275"
"16710","FERYBDG","","FERRYBRIDGE NORTH JUNCTION","woodpecker","-1.2711204208013416","53.71187845513324","448206","424184"
"16711","FERYHS","","FERRYBRIDGE","woodpecker","-1.2730195256757317","53.72011692042594","448071","425100"
"16712","FERYBPS","","POWERGEN","woodpecker","-1.2749989883066746","53.72174468261292","447939","425279"
"16713","FERYRD","","NATIONAL POWER REPAIR DEPOT","woodpecker","-1.2730354776287425","53.72006051616067","448070","425093"
"16714","FERYLD","","LOCO MAINT DEPOT  NAT'L POWER","woodpecker","-1.2730310859870864","53.72009371422431","448070","425097"
"16715","FERY624","","FERRYBRIDGE SIGNAL NO F624","woodpecker","-1.2733999008220351","53.71789838588225","448049","424852"
"16722","PTFTBHL","PFR","Pontefract Baghill Rail Station","NAPTAN","-1.30335277828","53.69188164743","446100","421938"
"16909","WHWDJN","","WHITWOOD JN","woodpecker","-1.3811537847612148","53.72173394009067","440934","425212"
"16912","CASTLFD","CFD","Castleford Rail Station","NAPTAN","-1.35465259492","53.72407721634","442680","425488"
"16913","CAS5209","","CASTLEFORD SIGNAL CD5209","woodpecker","-1.3575592732619695","53.72345159097246","442489","425417"
"17007","CONOKIL","","KILDWICK","woodpecker","-1.9831121605056168","53.90364393047002","401207","445274"
"17007","ELOC02129","","Kildwick L.C.","railmap","-1.9831295","53.9036541","401206","445275"
"17008","CONONLY","CEY","Cononley Rail Station","NAPTAN","-2.0120676459","53.91757011571","399305","446824"
"17009","STEETON","SON","Steeton & Silsden Rail Station","NAPTAN","-1.94471953227","53.90003195839","403730","444874"
"17010","KEIGHSJ","","KEIGHLEY STATION JN","woodpecker","-1.905158726286142","53.87007363845282","406334","441543"
"17011","KEIGHLY","KEI","Keighley Rail Station","NAPTAN","-1.90164947462","53.86796288889","406565","441309"
"17012","KEIGWVR","XKV","KEIGHLEY & WORTH VALLEY L RLY","woodpecker","-1.901261224943025","53.86767131768533","406591","441276"
"17013","OXHP","XOB","OXENHOPE","woodpecker","-1.9501904163699058","53.816348370406615","403377","435563"
"17014","CFLATTS","CFL","Crossflatts Rail Station","NAPTAN","-1.84488597753","53.85846581989","410300","440259"
"17016","BNGY","BIY","Bingley Rail Station","NAPTAN","-1.83732228587","53.84861409196","410800","439164"
"17017","SAIR","SAE","Saltaire Rail Station","NAPTAN","-1.79048041033","53.83849307578","413885","438046"
"17018","SHPYWJN","","SHIPLEY WEST JUNCTION","woodpecker","-1.7756710821310755","53.834308364136156","414861","437583"
"17019","BRADFS","BDQ","Bradford Forster Square Rail Station","NAPTAN","-1.7529615389","53.79692441269","416370","433429"
"17020","SHPYSJN","","SHIPLEY SOUTH JUNCTION","woodpecker","-1.774687283572309","53.83115314155231","414927","437232"
"17021","FRZNGHL","FZH","Frizinghall Rail Station","NAPTAN","-1.7690010559","53.8203699803","415305","436034"
"17022","SHPYEJN","","SHIPLEY EAST JN","railmap","-1.7690502000000001","53.835517","415297","437719"
"17033","SHPY","SHY","Shipley Rail Station","NAPTAN","-1.77348970942","53.83305151438","415005","437444"
"17034","SHPYCE","","CROSSLEY - EVANS","woodpecker","-1.7755498552505717","53.830024866608454","414871","437106"
"17035","SHPYCEA","","SHIPLEY CROSSLEY EVANS","openRailData","-1.7755604239490956","53.83003065283367","414870","437107"
"17036","SHPYSPJ","","SPRINGS JN","openRailData","-1.7082243727975202","53.86059763401244","419288","440524"
"17038","BAILDON","BLD","Baildon Rail Station","NAPTAN","-1.75363618902","53.85022428912","416305","439359"
"17039","SHPYESJ","","ESHOLT JN","woodpecker","-1.7077893892764986","53.866059551694605","419314","441132"
"17041","MENSTON","MNN","Menston Rail Station","NAPTAN","-1.73551004176","53.89233887226","417480","444049"
"17045","BURLYIW","BUW","Burley-in-Wharfedale Rail Station","NAPTAN","-1.75337191602","53.90815048748","416300","445804"
"17050","APERLYB","APY","Apperley Bridge Rail Station","NAPTAN","-1.70582848003","53.84174897167","419454","438428"
"17051","GUISELY","GSY","Guiseley Rail Station","NAPTAN","-1.7150799004","53.87593426958","418830","442229"
"17052","SHPYDJN","","SHIPLEY DOCKFIELD JUNCTION","woodpecker","-1.7684566273531999","53.83573115260058","415335","437743"
"17053","APERLYJ","","APPERLEY JN","woodpecker","-1.68496434085422","53.83868682317088","420829","438093"
"17054","BNRHYDN","BEY","Ben Rhydding Rail Station","NAPTAN","-1.79743005659","53.92571405189","413400","447749"
"17055","ILKLEY","ILK","Ilkley Rail Station","NAPTAN","-1.82202748953","53.92476430955","411785","447639"
"17093","LEED421","","LEEDS L4421 SIGNAL","woodpecker","-1.5526074189535133","53.793452715691735","429570","433107"
"17094","LEED615","","LEEDS L3615 SIGNAL","woodpecker","-1.5630767582323322","53.7931031155543","428881","433063"
"17095","LEED631","","LEEDS SIG L3631","woodpecker","-1.5567135400047345","53.79227699913032","429300","432974"
"17096","LEED613","","LEEDS L3613 SIGNAL","woodpecker","-1.5631094871989408","53.79307833834954","428878","433061"
"17097","LEED606","","LEEDS SIG L3606","woodpecker","-1.5676576117844319","53.791707987304044","428580","432906"
"17101","BRLEYPK","BUY","Burley Park Rail Station","NAPTAN","-1.57776751798","53.8120301786","427900","435163"
"17103","HEDNGLY","HDY","Headingley Rail Station","NAPTAN","-1.59418800379","53.81797395718","426815","435818"
"17104","HSFTTBS","","HORSFORTH TURNBACK SIDINGS","woodpecker","-1.6306227496329995","53.85024895297383","424398","439396"
"17105","HSFT","HRS","Horsforth Rail Station","NAPTAN","-1.63022836562","53.8477057083","424425","439113"
"17106","LEED190","","LEEDS SIG L190","openRailData","-1.5197934244221138","53.79424590347679","431731","433209"
"17107","WEETON","WET","Weeton Rail Station","NAPTAN","-1.5812156072","53.92317791889","427600","447528"
"17108","RIGTON","","RIGTON LC","woodpecker","-1.5599982909568453","53.93782745679798","428984","449167"
"17109","PANNAL","PNL","Pannal Rail Station","NAPTAN","-1.53346695743","53.9583242098","430710","451458"
"17111","NEVLGBF","","NEVILLE HILL UP SDGS GBRF","woodpecker","-1.504052865533034","53.79082700573222","432771","432836"
"17112","CSGT","CRG","Cross Gates Rail Station","NAPTAN","-1.4515803316","53.80491366755","436215","434428"
"17113","NEVLEJN","","NEVILLE HILL EAST-RAILTRACK","woodpecker","-1.4955093275321614","53.79420789999177","433331","433216"
"17114","NEVLHUS","","NEVILLE HILL UP SDGS","woodpecker","-1.5013380507221241","53.79156257449975","432949","432919"
"17115","NEVLTMD","XNL","NEVILLE HILL TRS","woodpecker","-1.5039295238927952","53.79211720834488","432778","432979"
"17116","NEVLFPT","","NEVILLE HILL FUEL TRADING","woodpecker","-1.5055281948373476","53.79190252861431","432672","432955"
"17117","NEVLWJN","","NEVILLE HILL WEST JN","woodpecker","-1.5197804701649755","53.79423582066228","431732","433208"
"17118","NEVLFHH","","NEVILLE HILL DEPOT (FHH)","railmap","-1.5036226","53.792196","432798","432988"
"17119","HNSLTIL","","HUNSLET TILCON","woodpecker","-1.5202412154750617","53.78653871657852","431707","432351"
"17120","HNSLTE","","HUNSLET EAST LEEDS","woodpecker","-1.5202100478582246","53.78651855577829","431709","432349"
"17121","HNSLTH","","HUNSLET EAST HANSON","woodpecker","-1.5186770408989845","53.78457594745392","431812","432134"
"17122","","","CCE NEVILLE HILL TIP","woodpecker","-1.5114468776774925","53.77940032898959","432292","431561"
"17123","HNSLTGB","","HUNSLET TILCON GBRF","woodpecker","-1.5152318467739307","53.78198490519701","432041","431847"
"17123","LEEDORT","","Leeds O.R.T.","BPLAN","-1.5476086838586895","53.792475518368036","429900","433000"
"17124","HNSLCSL","","HUNSLET EAST (LCSL)","woodpecker","-1.5148354448052856","53.78121861368354","432067","431762"
"17125","LEED692","","LEEDS SIGNAL 3692","woodpecker","-1.540971664106905","53.79512119794624","430335","433297"
"17126","LEED694","","LEEDS SIG L3694","woodpecker","-1.542723028379238","53.79487911548831","430220","433269"
"17126","LEEDSEJ","","LEEDS EAST JUNCTION","woodpecker","-1.542723028379238","53.79487911548831","430220","433269"
"17127","","","BLUE CIRCLE","woodpecker","-1.5266226470600555","53.79663299432289","431279","433472"
"17128","MRLNTIL","","TILCON","woodpecker","-1.5249168128954815","53.7962218933614","431392","433427"
"17129","MRLNJN","","LEEDS MARSH LANE","woodpecker","-1.5244048554619816","53.79579759988515","431426","433380"
"17130","WHRDGBF","","LEEDS WHITEHALL RD GBRF","woodpecker","-1.5591878562598114","53.79144380526149","429138","432880"
"17131","LEEDSWJ","","LEEDS WEST JUNCTION","woodpecker","-1.5557267752108672","53.792585128721356","429365","433009"
"17132","LEEDS","LDS","Leeds Rail Station","NAPTAN","-1.54802550674","53.79562656499","429870","433350"
"17133","LEED774","","LEEDS SIG L774","woodpecker","-1.5158640241378663","53.79305747279629","431991","433079"
"17134","WHRDWRD","","S AND TE","woodpecker","-1.5605829428757776","53.79202237945089","429046","432944"
"17135","WHRDJN","","WHITEHALL JN","woodpecker","-1.5594535157080143","53.79193150915175","429120","432935"
"17136","ARMLJCN","","ARMLEY JUNCTION","woodpecker","-1.5737347069616403","53.79743545227681","428176","433541"
"17137","KRKSLUL","","KIRKSTALL UP LOOP","woodpecker","-1.59927569577588","53.80802087360726","426487","434709"
"17138","KRKSLDL","","KIRKSTALL DOWN LOOP","woodpecker","-1.599414014699647","53.80792630662158","426477","434699"
"17139","KRKSXO","","KIRKSTALL JUNCTION","railmap","-1.6051657","53.8126336","426096","435220"
"17140","KRKSLFR","KLF","Kirkstall Forge Rail Station","NAPTAN","-1.62247926932","53.8237197044","424949","436447"
"17141","","","","woodpecker","-1.5559245499538865","53.79257312830724","429352","433007"
"17142","WHRDGF","","WHITEHALL RD GF","woodpecker","-1.5604978382405486","53.792024953369776","429051","432945"
"17143","COTNGLY","COT","Cottingley Rail Station","NAPTAN","-1.58770804242","53.76781663135","427274","430240"
"17145","MRLY","MLY","Morley Rail Station","NAPTAN","-1.59097671114","53.74992356034","427070","428248"
"17146","WHTRSE","","WHITE ROSE (LEEDS)","ATOC","-1.5828234586742476","53.76204352330545","427600","429600"
"17148","LEED629","","LEEDS SIG L3629","woodpecker","-1.5562692003546026","53.79217456747925","429330","432963"
"17149","ESJLEDS","XES","ENGINE SHED JN.","woodpecker","-1.5548902018783022","53.78737575609657","429424","432430"
"17150","HOLBSDG","","HOLBECK LOCO SIDINGS","woodpecker","-1.555975091566619","53.787742997988644","429352","432470"
"17151","HOLBJCN","","HOLBECK JUNCTION","woodpecker","-1.5683594121397348","53.79147276500948","428534","432880"
"17152","COPHWJN","","COPLEY HILL WEST JUNCTION","woodpecker","-1.5751077890551302","53.78864249093086","428091","432562"
"17153","HOLBFHH","","HOLBECK LOCO SHED (FHH)","woodpecker","-1.5548866878384222","53.787213011046155","429424","432411"
"17163","HNSLTSJ","","HUNSLET STATION JN","woodpecker","-1.5351231281891096","53.77800381288694","430733","431395"
"17164","HNSL487","","HUNSLET STATION JN","woodpecker","-1.5341367469952991","53.777260938949006","430799","431313"
"17165","HNSLMID","","MIDDLETON LGT RLY PRRVTN SCTY","woodpecker","-1.531562569857585","53.77566082959249","430969","431136"
"17166","HNSLCR","","HUNSLET YARD COLAS RAIL","woodpecker","-1.512973980771875","53.779864244420764","432191","431612"
"17167","HNSLSOJ","","HUNSLET SOUTH JN","woodpecker","-1.5222590489601793","53.772833577968484","431585","430826"
"17168","","","HUNSLET YARD C&W","woodpecker","-1.525079013811103","53.77338158852958","431398","430885"
"17169","HNSLFHH","","HUNSLET SIDINGS","woodpecker","-1.5259060454599005","53.77372795568527","431344","430923"
"17170","HNSLSS","","HUNSLET SIDINGS LEEDS","woodpecker","-1.5259060454599005","53.77372795568527","431344","430923"
"17171","HNSLTPL","","HUNSLET TPL","railmap","-1.5202567","53.7865381","431706","432351"
"17172","LEEDFHH","","LEEDS BALM RD LOCO (FHH)","woodpecker","-1.5266267887346923","53.774769669942195","431295","431039"
"17173","LEEDBFD","","LEEDS BALM ROAD DEPOT","woodpecker","-1.5266850029773127","53.77479735287652","431291","431042"
"17174","LEEDMWL","","LEEDS MIDLAND ROAD WHEEL LATHE","openRailData","-1.5567184681442645","53.792284814416355","429300","432975"
"17175","LEEDRMC","","LEEDS STOURTON R.M.C.","woodpecker","-1.5174516084168086","53.77128651102957","431903","430656"
"17176","STRT912","","STOURTON NECK","openRailData","-1.5255929767235095","53.774028110352795","431364","430957"
"17177","STRTJRV","","STOURTON JN REVERSE","openRailData","-1.500198643796894","53.7671031229544","433043","430198"
"17178","LEED928","","LEEDS SIG L928","railmap","-1.5064221","53.7683622","432632","430335"
"17179","LEED929","","LEEDS SIG L929","woodpecker","-1.5174516084168086","53.77128651102957","431903","430656"
"17180","STRTNDS","","STOURTON DOWN SIDING","woodpecker","-1.500484777671964","53.76708965998568","433024","430196"
"17181","STRTDFS","","D&F STEELS","woodpecker","-1.5131723660997796","53.76901498171482","432186","430405"
"17182","STRTJN","","STOURTON JN","woodpecker","-1.5001919481470385","53.767089592012695","433043","430196"
"17183","STRTNBS","","BSC TUBES DIVISION","woodpecker","-1.5131129696964658","53.76897828825575","432190","430401"
"17184","LEEDFLT","","LEEDS (STOURTON) FREIGHTLINERS","woodpecker","-1.512731539534515","53.76959560721382","432215","430470"
"17185","STRTRFS","","STOURTON LEEDS","woodpecker","-1.5126924868704952","53.76958433565444","432218","430468"
"17186","STRTFHH","","STOURTON DOWN SIDINGS","openRailData","-1.5005020526102277","53.76710438684326","433023","430198"
"17187","STRT921","","STOURTON SIGNAL S921","woodpecker","-1.5149781644385356","53.77034259471164","432066","430552"
"17188","STRT930","","STOURTON SIGNAL S930","woodpecker","-1.5050972433427376","53.76807226042552","432719","430304"
"17189","WDLESFD","WDS","Woodlesford Rail Station","NAPTAN","-1.44287939209","53.75678720795","436830","429078"
"17190","LEEDRGB","","STOURTON CEMEX GBRF","railmap","-1.5088721999999999","53.7690397","432470","430409"
"17191","HOLBHS","","HOLBECK DEPOT HEADSHUNT","railmap","-1.5514306","53.785831","429653","432259"
"17192","METHLYJ","","METHLEY JN","woodpecker","-1.4025276167044516","53.73008791908216","439516","426129"
"17196","ALTFTJN","","ALTOFTS JN","woodpecker","-1.414842537674605","53.70983662682805","438722","423870"
"17197","NORMPW","","PORT WAKEFIELD","woodpecker","-1.4088342279862922","53.7133014822719","439115","424258"
"17198","NORMCW","","WAKEFIELD EUROPORT C&W","woodpecker","-1.4087043349439534","53.713330320754466","439124","424262"
"17199","NORMGF","","WAKEFIELD EUROTERMINAL G.F.","woodpecker","-1.408542737116612","53.71335604107689","439134","424264"
"17201","NORMFLT","","WAKEFIELD EUROPORT F'LINERS","woodpecker","-1.4083378146402867","53.71340545687548","439148","424270"
"17202","NORMGBF","","WAKEFIELD EUROPORT GBRF","woodpecker","-1.4081715368264627","53.71343471027099","439159","424273"
"17302","GLASHTN","GLH","Glasshoughton Rail Station","NAPTAN","-1.34200506295","53.70904301993","443530","423823"
"17305","PROWLCL","","NCB PRINCE OF WALES COLLIERY","woodpecker","-1.319075364366032","53.7012854540013","445052","422974"
"17306","PROWFHH","","PRINCE OF WALES (FLHH)","woodpecker","-1.3190530111538714","53.70127615076093","445053","422973"
"17988","DRAXGGB","","DRAX PS GYPSUM GBRF","woodpecker","-1.0017936683172162","53.74333147366479","465933","427899"
"17989","DRAXD16","","DRAX PS SIGNAL D16","woodpecker","-1.001940218997143","53.7244226455295","465952","425795"
"17990","KELNGBR","","KELLINGLEY COLLIERY GBRf","woodpecker","-1.197477219935964","53.703925649907525","453076","423352"
"17991","DRAXD17","","DRAX PS SIGNAL D17","woodpecker","-1.0051750247507474","53.72320627656097","465741","425657"
"17992","DRAXGYP","","DRAX","woodpecker","-1.001813324963932","53.743332700486725","465931","427899"
"17993","","","DRAX POWER STATION C&W","woodpecker","-1.0008943328062445","53.7309705679004","466011","426525"
"17994","SDFRDGB","","SUDFORTH LANE","woodpecker","-1.1904893088875055","53.703159534918505","453539","423272"
"17995","EGBRGBF","","EGGBOROUGH POWER STATION","woodpecker","-1.1347352675119446","53.711768628744295","457208","424273"
"17996","SDFRUFH","","SUDFORTH LANE","woodpecker","-1.195185777152477","53.70348121172468","453228","423304"
"17997","DRAXEWS","","DRAX PFA LOADING POINT","woodpecker","-0.9995405930144707","53.730137973782796","466102","426434"
"17998","DRAXGBR","","DRAX GB RAILFREIGHT","woodpecker","-0.9996962400278528","53.730212492557136","466091","426442"
"17999","WHTBJCN","","EGGBORO' (WHITLEY BRIDGE JCN)","railmap","-1.1515158","53.6989965","456117","422839"
"18000","DRAXFHH","","DRAX POWER STATION AES (FLHH)","woodpecker","-0.9995911168527337","53.73015949439168","466098","426436"
"18001","DRAXCEG","","C E G B","woodpecker","-0.9996414701121193","53.73018460811644","466095","426439"
"18002","SDFRTUR","","SUDFORTH LANE","woodpecker","-1.1952008024683027","53.703484135051646","453227","423304"
"18002","WHTBSDG","","Whitley Bridge Sidings","BPLAN","","","",""
"18003","DRAXBJ","","DRAX BRANCH JUNCTION","woodpecker","-1.0833723198442686","53.69626290282372","460620","422590"
"18004","KELNFHH","","KELLINGLEY COLLIERY (FLHH)","woodpecker","-1.197477219935964","53.703925649907525","453076","423352"
"18005","HENSALL","HEL","Hensall Rail Station","NAPTAN","-1.11451863276","53.69854481172","458560","422818"
"18006","EGBRFLH","","EGGBOROUGH P.S. (FLHH)","woodpecker","-1.1346798776847908","53.711787543661316","457211","424275"
"18007","EGBROPS","","CEGB EGGBOROUGH","woodpecker","-1.1347106409833732","53.71177723501252","457209","424274"
"18008","WHTBDGE","WBD","Whitley Bridge Rail Station","NAPTAN","-1.15828029663","53.69912984911","455670","422848"
"18009","KELNGLY","","NCB KELLINGLEY COLLIERY","woodpecker","-1.1975023065286579","53.703941309933256","453075","423353"
"18010","SDFRTSB","","SUDFORTH LANE SIGNAL BOX","woodpecker","-1.1951873490326776","53.70362147466593","453228","423320"
"18011","SDFRTLA","","SUDFORTH LANE","woodpecker","-1.193505933850046","53.703437906676996","453339","423300"
"18012","SDFRFHH","","SUDFORTH LANE (FLHH)","woodpecker","-1.1934817858018618","53.70343574450451","453341","423300"
"18013","KNTNELL","","ENGLAND LANE LEVEL CROSSING","woodpecker","-1.2431928814057551","53.70580594952323","450056","423528"
"18014","KNTNGSJ","","KNOTTINGLEY SOUTH JN","woodpecker","-1.2504205263097194","53.70316361924983","449582","423229"
"18015","KNTNGEJ","","KNOTTINGLEY EAST JN","woodpecker","-1.2432681043032785","53.70581873935695","450051","423529"
"18016","KNTNGWJ","","KNOTTINGLEY WEST JN","woodpecker","-1.26453494461067","53.706427226564486","448647","423582"
"18017","KNTN402","","KNOTTINGLEY SIG K402","woodpecker","-1.253982358520215","53.706419493139414","449343","423589"
"18018","KNTNLIP","","LIP","woodpecker","-1.2535000639060903","53.706284809106485","449375","423574"
"18018","KNTNYFD","","KNOTTINGLEY DEPOT","woodpecker","-1.2535000639060903","53.706284809106485","449375","423574"
"18019","KNTNWRD","","KNOTTINGLEY RST'S","woodpecker","-1.2543043729530012","53.70629024173394","449322","423574"
"18020","KNTNGFD","","KNOTTINGLEY FREIGHT DEPOT","woodpecker","-1.25895111436185","53.70611066288942","449016","423551"
"18020","KNTNSDG","","KNOTTINGLEY SIDINGS","woodpecker","-1.25895111436185","53.70611066288942","449016","423551"
"18021","KNTNGJK","","ROCKWARE GLASS LTD(JACKSON BR)","railmap","-1.2504214","53.7031556","449582","423228"
"18022","KNTNGLY","KNO","Knottingley Rail Station","NAPTAN","-1.25917814668","53.70653731579","449000","423598"
"18023","KNTNFHH","","KNOTTINGLEY TMD (FHH)","woodpecker","-1.2534959254041187","53.70605551377039","449376","423548"
"18024","PTFTMGJ","","PONTEFRACT MONKHILL GOODS JN","woodpecker","-1.2817207434050748","53.70558007372117","447513","423476"
"18025","PTFTMHL","PFM","Pontefract Monkhill Rail Station","NAPTAN","-1.30368993226","53.69898436955","446070","422728"
"18026","PTFTMHS","","PONTEFRACT MONKHILL SIDINGS","woodpecker","-1.3047625863518988","53.69875183780439","446000","422702"
"18027","PTFTFHH","","PONTEFRACT MONKHILL SDGS","openRailData","-1.304771274512826","53.69876439479888","445999","422703"
"18028","PTFTTSF","POT","Pontefract Tanshelf Rail Station","NAPTAN","-1.318914751","53.69412829842","445070","422178"
"18029","KNTN401","","Knottingley Sig. K401","railmap","-1.254033","53.7064522","449340","423592"
"18029","KNTN418","","KNOTTINGLEY SIG FE6418","woodpecker","-1.2539806099603577","53.7064617187999","449343","423593"
"18030","KNTN417","","KNOTTINGLEY SIG FE6417","woodpecker","-1.2517440282320935","53.70591938327804","449492","423535"
"18031","FTHRSTN","FEA","Featherstone Rail Station","NAPTAN","-1.35844410227","53.67906634458","442475","420478"
"18032","STHS","SHC","Streethouse Rail Station","NAPTAN","-1.40011838392","53.67615430804","439725","420130"
"18033","CRFTESP","","CROFTON EAST SPUR","woodpecker","-1.4387945226522996","53.668062014171305","437177","419209"
"18034","CRFTNEJ","","CROFTON EAST JN","woodpecker","-1.4420476522594357","53.66625257026554","436964","419006"
"18035","CRFTDEP","XRF","CROFTON DEPOT","woodpecker","-1.4437737411212035","53.66664897742323","436850","419049"
"18036","KNTN421","","KNOTTINGLEY","woodpecker","-1.2498703844928376","53.7064170138045","449615","423591"
"18037","CRFTNWJ","","CROFTON WEST JN","woodpecker","-1.4591670679789877","53.66322264596772","435835","418660"
"18038","KNTN431","","KNOTTINGLEY SIG FE6431","woodpecker","-1.25225927302244","53.704600935269156","449459","423387"
"18039","KNTN423","","KNOTTINGLEY SIG FE6423","woodpecker","-1.2460984161640287","53.70618114767838","449864","423568"
"18041","NORMNTN","NOR","Normanton Rail Station","NAPTAN","-1.42340130968","53.70051892356","438165","422828"
"18042","DRAXCRL","","DRAX PS COLAS RAIL","woodpecker","-1.0013033874818722","53.73605671953417","465976","427090"
"18043","EGBRCRL","","EGGBOROUGH PS COLAS RAIL","woodpecker","-1.1268769148210571","53.71022740524731","457728","424108"
"18049","WKK1219","","WAKEFIELD SIGNAL K1219","woodpecker","-1.4954134655716578","53.67634151831196","433430","420102"
"18050","WKK1217","","WAKEFIELD SIGNAL K1217","woodpecker","-1.495439840720152","53.67636612089554","433428","420105"
"18051","WKK1211","","WAKEFIELD WEST SIGNAL K1211","woodpecker","-1.496796151848535","53.67560737600707","433339","420020"
"18052","WKK1209","","WAKEFIELD WEST SIG K1209","openRailData","-1.496859442607856","53.67565258323518","433335","420025"
"18053","OKNSHWJ","","OAKENSHAW JN","woodpecker","-1.4714650546537826","53.66810150279601","435019","419197"
"18054","CLDBDGJ","","CALDER BRIDGE JN","woodpecker","-1.478398463377937","53.67467923082232","434555","419926"
"18055","TRNRSLA","","TURNERS LANE JN","woodpecker","-1.4732619228394768","53.68166240009405","434889","420705"
"18056","WKFL249","","WAKEFIELD WESTGATE SIG 249","woodpecker","-1.4997898376737397","53.677253109479686","433140","420202"
"18057","WKFLKST","","S&TE","woodpecker","-1.487158851277796","53.679433223693614","433973","420450"
"18058","WKFLDKG","WKK","Wakefield Kirkgate Rail Station","NAPTAN","-1.48857054232","53.67865873842","433880","420363"
"18059","WKFLDWJ","","WAKEFIELD WEST JN","woodpecker","-1.493298012333441","53.67728576666074","433569","420208"
"18060","WKFLWSJ","","WAKEFIELD WESTGATE STH JN","woodpecker","-1.5009014678636208","53.677627502800924","433066","420243"
"18061","WKFLDEJ","","WAKEFIELD EAST JN","openRailData","-1.4894396749432104","53.67833559287095","433823","420327"
"18062","WKFLDCC","","WAKEFLD WHITHAMS SDGS (METALS)","woodpecker","-1.4839219881784693","53.67858144879488","434187","420357"
"18063","WKFLDGL","","WAKEFIELD KIRKGATE GD LOOP","woodpecker","-1.4798510524633668","53.68037714876977","434455","420559"
"18064","OUTWOOD","OUT","Outwood Rail Station","NAPTAN","-1.51040024805","53.71528696584","432410","424428"
"18065","WKFLPSD","","WAKEFIELD PRISON SIDINGS","woodpecker","-1.5072689068292142","53.68423867694828","432641","420975"
"18066","WKFLDWC","","FREIGHT DEPOT SPECIFIC USERS","railmap","-1.5068063","53.6844231","432671","420996"
"18067","WKFLDWG","WKF","Wakefield Westgate Rail Station","NAPTAN","-1.50611044926","53.68307362627","432718","420846"
"18068","HAREPKJ","","HARE PARK JUNCTION","woodpecker","-1.43095054930046","53.65172186798072","437710","417395"
"18069","SABR","SNA","Sandal & Agbrigg Rail Station","NAPTAN","-1.48141937718","53.66307832262","434365","418633"
"18070","WRNTHPS","","WRENTHORPE SIDINGS","woodpecker","-1.5120700210221176","53.69035630931834","432319","421654"
"18071","FITZWLM","FZW","Fitzwilliam Rail Station","NAPTAN","-1.37427302168","53.6325006285","441475","415288"
"18072","HAREWIN","","WINTERSETT OPENCAST","woodpecker","-1.4107063003853835","53.64625170491645","439053","416798"
"18073","HAREFHH","","WINTERSETT OPENCAST (FLHH)","woodpecker","-1.410737650792139","53.646262908526005","439051","416799"
"18074","HEMSWTH","","HEMSWORTH LOOP","woodpecker","-1.3498903666595476","53.62063643711654","443100","413983"
"18075","","","WINTERSET OPENCAST C&W","woodpecker","-1.408939882388232","53.645630438628004","439171","416729"
"18076","SKIRBYJ","","SOUTH KIRKBY JN","woodpecker","-1.3152064719345455","53.60201292123118","445414","411932"
"18077","SELMSAL","SES","South Elmsall Rail Station","NAPTAN","-1.28485824285","53.59460814519","447430","411128"
"18078","WRNTHRP","","WRENTHORPE GBRF","railmap","-1.5137507000000001","53.6927746","432206","421922"
"18079","WRNTGBR","","WRENTHORPE GBRF","woodpecker","-1.512059614286627","53.69035078645359","432320","421653"
"18081","MNCKCCC","","MONCKTON COKE & CHEMICALS","woodpecker","-1.44476710468121","53.61047516513596","436833","412799"
